,ndoi,smscg,tide
9/24/2002,3823.303532,0,4.502500057
9/25/2002,3827.70306,0,4.526299953
9/26/2002,3832.525264,0,4.513599873
9/27/2002,3837.762438,0,4.437099934
9/28/2002,3843.406873,0,4.459700108
9/29/2002,3849.450861,0,4.66960001
9/30/2002,3855.886696,0,4.925199986
10/1/2002,3862.706669,0,5.281100273
10/2/2002,3869.903072,0,5.838399887
10/3/2002,3877.468199,0,6.240200043
10/4/2002,3885.394341,0,6.430999756
10/5/2002,3893.673791,0,6.213300228
10/6/2002,3902.29884,0,6.078800201
10/7/2002,3911.261782,0,6.732300282
10/8/2002,3920.554909,0,7.022900105
10/9/2002,3930.170512,0,7.038000107
10/10/2002,3940.100885,0,6.683300018
10/11/2002,3950.338319,0,6.131499767
10/12/2002,3960.875108,0,5.570600033
10/13/2002,3971.703543,0,5.139399529
10/14/2002,3982.815916,0,4.819200039
10/15/2002,3994.20452,0,4.888599873
10/16/2002,4006.208805,0,4.974199772
10/17/2002,4020.918363,0,4.855500221
10/18/2002,4038.709321,0,4.803999901
10/19/2002,4059.612245,0,4.546299934
10/20/2002,4083.657701,0,4.946700096
10/21/2002,4110.876253,0,5.263199806
10/22/2002,4141.298468,0,5.477399826
10/23/2002,4174.954909,0,5.607999802
10/24/2002,4211.876143,0,5.598599911
10/25/2002,4252.092735,0,5.485099792
10/26/2002,4295.635251,0,5.239699841
10/27/2002,4342.534254,0,5.025500298
10/28/2002,4392.820312,0,4.934100151
10/29/2002,4446.523989,0,4.960900307
10/30/2002,4503.67585,0,4.772900105
10/31/2002,4564.30646,0,5.247499943
11/1/2002,4628.446386,0,5.522399902
11/2/2002,4696.126192,0,5.607800007
11/3/2002,4767.376444,0,6.703999996
11/4/2002,4842.227707,0,7.465899944
11/5/2002,4920.710546,0,7.994599819
11/6/2002,5002.855527,0,8.014499664
11/7/2002,5088.693214,0,7.665800095
11/8/2002,5178.254174,0,7.047499657
11/9/2002,5271.568971,0,6.203400135
11/10/2002,5368.668172,0,5.327399731
11/11/2002,5469.58234,0,4.704600334
11/12/2002,5574.342041,0,4.598599911
11/13/2002,5682.977842,0,4.64139986
11/14/2002,5795.520306,0,4.643899918
11/15/2002,5912,0,4.499400139
11/16/2002,6102.304793,0,4.805500031
11/17/2002,6430.805424,0,5.360199928
11/18/2002,6889.256761,0,5.829400063
11/19/2002,7469.413672,0,6.226500034
11/20/2002,8163.031023,0,6.454299927
11/21/2002,8961.863685,0,6.577899933
11/22/2002,9857.666523,0,6.542699814
11/23/2002,10842.19441,0,6.262700081
11/24/2002,11907.2022,0,5.975900173
11/25/2002,13044.44478,0,5.570799828
11/26/2002,14245.67701,0,5.071199894
11/27/2002,15502.65375,0,4.849299908
11/28/2002,16807.12988,0,4.884299755
11/29/2002,18150.86026,0,5.077600002
11/30/2002,19525.59976,0,5.53219986
12/1/2002,20923.10324,1,6.693799973
12/2/2002,22335.12559,1,7.690700054
12/3/2002,23753.42166,1,8.314499855
12/4/2002,25169.74631,1,8.460700035
12/5/2002,26575.85443,1,8.388999939
12/6/2002,27963.50088,1,7.90749979
12/7/2002,29324.44052,1,7.099699974
12/8/2002,30650.42823,1,6.106800079
12/9/2002,31933.21886,1,5.058599949
12/10/2002,33164.5673,1,4.525300026
12/11/2002,34336.2284,1,4.242399693
12/12/2002,35439.95703,1,3.955299854
12/13/2002,36467.50807,1,3.963999987
12/14/2002,37410.63638,1,4.502799988
12/15/2002,38261.09683,1,5.207799911
12/16/2002,39025.72208,1,5.816999912
12/17/2002,39788.88656,1,6.374899864
12/18/2002,40562.92433,1,6.806499958
12/19/2002,41345.33089,1,7.08039999
12/20/2002,42133.6017,1,7.293200016
12/21/2002,42925.23224,1,7.170399666
12/22/2002,43717.71799,1,6.980199814
12/23/2002,44508.55443,1,6.545599937
12/24/2002,45295.23702,1,5.814499855
12/25/2002,46075.26125,1,5.003399849
12/26/2002,46846.12259,1,4.771800041
12/27/2002,47605.31652,1,4.522600174
12/28/2002,48350.33851,1,5.140100002
12/29/2002,49078.68404,1,6.271100044
12/30/2002,49787.84859,1,7.262700081
12/31/2002,50475.32763,1,7.929600239
1/1/2003,51138.61663,1,8.194200516
1/2/2003,51775.21108,1,8.355699539
1/3/2003,52382.60645,1,8.144900322
1/4/2003,52958.29822,1,7.558400154
1/5/2003,53499.78186,1,6.726399899
1/6/2003,54004.55284,1,5.873899937
1/7/2003,54470.10665,1,4.798699856
1/8/2003,54893.93876,1,4.192899704
1/9/2003,55273.54465,1,3.741199732
1/10/2003,55606.41978,1,3.248400211
1/11/2003,55890.05965,1,3.810899973
1/12/2003,56121.95972,1,4.480100155
1/13/2003,56299.61547,1,5.120200157
1/14/2003,56420.52237,1,5.846699715
1/15/2003,56482.17591,1,6.447800159
1/16/2003,56461.4007,1,6.94230032
1/17/2003,56238.39956,1,7.445099831
1/18/2003,55807.20221,1,7.599199772
1/19/2003,55183.25728,1,7.53180027
1/20/2003,54382.01341,1,7.219599724
1/21/2003,53418.91921,1,6.442199707
1/22/2003,52309.42333,1,5.403600216
1/23/2003,51068.97439,1,4.885499954
1/24/2003,49713.02102,1,4.432899952
1/25/2003,48257.01185,1,4.928800106
1/26/2003,46716.39551,1,5.740600109
1/27/2003,45106.62063,1,6.466800213
1/28/2003,43443.13584,1,7.038399696
1/29/2003,41741.38976,1,7.397399902
1/30/2003,40016.83104,1,7.63740015
1/31/2003,38284.90829,1,7.676000118
2/1/2003,36561.07015,1,7.36619997
2/2/2003,34860.76524,1,6.804699898
2/3/2003,33199.4422,1,6.129300117
2/4/2003,31592.54966,1,5.190699577
2/5/2003,30055.53624,1,4.297100067
2/6/2003,28603.85058,1,3.738800049
2/7/2003,27252.9413,1,3.164199829
2/8/2003,26018.25704,1,3.434299946
2/9/2003,24915.24642,1,3.800000191
2/10/2003,23959.35807,1,4.266699791
2/11/2003,23166.04062,1,4.845499992
2/12/2003,22550.74271,1,5.513899803
2/13/2003,22128.91296,1,6.220799923
2/14/2003,21916,1,6.899400234
2/15/2003,21814.20921,1,7.291199684
2/16/2003,21715.46877,1,7.432400227
2/17/2003,21619.81152,1,7.271100044
2/18/2003,21527.2703,1,6.614600182
2/19/2003,21437.87794,1,5.721600056
2/20/2003,21351.66729,1,5.079500198
2/21/2003,21268.67117,1,4.994299889
2/22/2003,21188.92243,1,5.324000359
2/23/2003,21112.4539,1,5.609400272
2/24/2003,21039.29842,1,5.83220005
2/25/2003,20969.48884,1,6.111700058
2/26/2003,20903.05797,1,6.343299866
2/27/2003,20840.03867,1,6.560800076
2/28/2003,20780.46377,1,6.688199997
3/1/2003,20724.36611,1,6.563799858
3/2/2003,20671.77852,1,6.246099949
3/3/2003,20622.73384,1,5.663199902
3/4/2003,20577.26491,1,5.014400005
3/5/2003,20535.40457,1,4.29529953
3/6/2003,20497.18565,1,3.831099987
3/7/2003,20462.64099,1,3.972700119
3/8/2003,20431.80343,1,3.982799768
3/9/2003,20404.70581,1,3.983099937
3/10/2003,20381.38095,1,4.003900051
3/11/2003,20361.86171,1,4.194699764
3/12/2003,20346.18092,1,4.604700089
3/13/2003,20334.37141,1,5.20179987
3/14/2003,20326.46602,1,5.829100132
3/15/2003,20322.49759,1,6.330200195
3/16/2003,20333.89676,1,6.653900146
3/17/2003,20426.70465,1,6.586899757
3/18/2003,20606.27346,1,6.195199966
3/19/2003,20866.29331,1,5.646399975
3/20/2003,21200.4543,1,5.756199837
3/21/2003,21602.44655,1,6.24119997
3/22/2003,22065.96019,1,6.363600254
3/23/2003,22584.68531,1,6.177900314
3/24/2003,23152.31205,1,5.919399738
3/25/2003,23762.53051,1,5.679600239
3/26/2003,24409.0308,1,5.547500134
3/27/2003,25085.50306,1,5.523600101
3/28/2003,25785.63737,1,5.519299984
3/29/2003,26503.12388,1,5.392499924
3/30/2003,27231.65268,1,5.226799965
3/31/2003,27964.9139,1,4.761600018
4/1/2003,28696.59764,1,4.519499779
4/2/2003,29420.39403,1,4.586299896
4/3/2003,30129.99318,1,4.811500072
4/4/2003,30819.0852,1,4.87650013
4/5/2003,31481.36021,1,4.987900257
4/6/2003,32110.50832,1,4.90320015
4/7/2003,32700.21965,1,4.725200176
4/8/2003,33244.18432,1,4.51429987
4/9/2003,33736.09244,1,4.441500187
4/10/2003,34169.63411,1,4.58289957
4/11/2003,34538.49947,1,4.895400047
4/12/2003,34836.37863,1,5.238899708
4/13/2003,35056.96169,1,5.434599876
4/14/2003,35193.93877,1,5.576499939
4/15/2003,35241,1,5.688099861
4/16/2003,35240.98924,1,6.348399639
4/17/2003,35240.95697,1,7.094600201
4/18/2003,35240.90319,1,7.420800209
4/19/2003,35240.82789,1,7.53730011
4/20/2003,35240.73109,1,7.34070015
4/21/2003,35240.61278,1,6.77670002
4/22/2003,35240.47296,1,6.045799732
4/23/2003,35240.31164,1,5.348500252
4/24/2003,35240.12881,1,4.967599869
4/25/2003,35239.92449,1,4.92869997
4/26/2003,35239.69866,1,4.881000042
4/27/2003,35239.45133,1,4.731100082
4/28/2003,35239.18251,1,4.457900047
4/29/2003,35238.8922,1,4.815600395
4/30/2003,35238.58039,1,5.286099911
5/1/2003,35238.24708,1,5.594899654
5/2/2003,35237.89229,1,5.77850008
5/3/2003,35237.51601,1,5.83700037
5/4/2003,35237.11824,1,5.690200329
5/5/2003,35236.69898,1,5.671499729
5/6/2003,35236.25825,1,5.407899857
5/7/2003,35235.79602,1,5.134399891
5/8/2003,35235.31232,1,4.855999947
5/9/2003,35234.80714,1,4.628400326
5/10/2003,35234.28048,1,4.871799946
5/11/2003,35233.73234,1,5.112199783
5/12/2003,35233.16273,1,5.297399998
5/13/2003,35232.57165,1,5.612800121
5/14/2003,35231.95909,1,6.810500145
5/15/2003,35231.32506,1,7.659399986
5/16/2003,35209.14928,1,8.266400337
5/17/2003,35040.59139,1,8.394999504
5/18/2003,34715.07231,1,7.976399899
5/19/2003,34244.00896,1,7.782599926
5/20/2003,33638.81828,1,6.937399864
5/21/2003,32910.91717,1,5.984899998
5/22/2003,32071.72257,1,5.177399635
5/23/2003,31132.65139,1,4.968200207
5/24/2003,30105.12056,1,4.71269989
5/25/2003,29000.547,1,4.426400185
5/26/2003,27830.34763,1,4.463300228
5/27/2003,26605.93937,1,5.043600082
5/28/2003,25338.73915,1,5.587599754
5/29/2003,24040.16388,1,5.984099865
5/30/2003,22721.63049,1,6.295899868
5/31/2003,21394.5559,1,6.451499939
6/1/2003,20070.35704,1,6.503799915
6/2/2003,18760.45081,1,6.395699978
6/3/2003,17476.25416,1,6.238699913
6/4/2003,16229.18399,1,6.123899937
6/5/2003,15030.65723,1,5.7093997
6/6/2003,13892.0908,1,5.167399883
6/7/2003,12824.90163,1,5.067500114
6/8/2003,11840.50663,1,5.038100243
6/9/2003,10950.32273,1,4.952700138
6/10/2003,10165.76685,1,5.541699886
6/11/2003,9498.255907,1,6.705299854
6/12/2003,8959.206831,1,7.659800053
6/13/2003,8560.036539,1,8.42650032
6/14/2003,8312.161955,1,8.725099564
6/15/2003,8227,1,8.554699898
6/16/2003,8227.536256,1,7.994100094
6/17/2003,8229.097092,1,7.638400078
6/18/2003,8231.610606,1,6.766600132
6/19/2003,8235.004899,1,5.743299961
6/20/2003,8239.20807,1,5.082900047
6/21/2003,8244.148219,1,4.690199852
6/22/2003,8249.753446,1,4.264400005
6/23/2003,8255.951851,1,4.091499805
6/24/2003,8262.671532,1,4.795899868
6/25/2003,8269.84059,1,5.347300053
6/26/2003,8277.387125,1,5.900700092
6/27/2003,8285.239236,1,6.330500126
6/28/2003,8293.325023,1,6.693699837
6/29/2003,8301.572585,1,6.904000282
6/30/2003,8309.910023,1,6.969500065
7/1/2003,8318.265436,1,6.875
7/2/2003,8326.566924,1,6.65199995
7/3/2003,8334.742586,1,6.487400055
7/4/2003,8342.720523,1,5.784900188
7/5/2003,8350.428833,1,5.31829977
7/6/2003,8357.795617,1,5.120200157
7/7/2003,8364.748975,1,4.896699905
7/8/2003,8371.217005,1,5.455900192
7/9/2003,8377.127808,1,6.21600008
7/10/2003,8382.409484,1,7.206600189
7/11/2003,8386.990131,1,7.962500095
7/12/2003,8390.797851,1,8.396399498
7/13/2003,8393.760742,1,8.451299667
7/14/2003,8395.806905,1,8.124799728
7/15/2003,8396.864438,1,7.556200027
7/16/2003,8394.696217,1,7.124799728
7/17/2003,8376.716693,1,6.333499908
7/18/2003,8341.909536,1,5.146399975
7/19/2003,8291.476721,1,4.60229969
7/20/2003,8226.620221,1,4.095399857
7/21/2003,8148.542009,1,3.996399879
7/22/2003,8058.44406,1,4.16590023
7/23/2003,7957.528347,1,4.712299824
7/24/2003,7846.996845,1,5.283800125
7/25/2003,7728.051526,1,5.831099987
7/26/2003,7601.894364,1,6.373200417
7/27/2003,7469.727334,1,6.799200058
7/28/2003,7332.752408,1,7.047399998
7/29/2003,7192.171562,1,7.149300098
7/30/2003,7049.186768,1,7.075200081
7/31/2003,6905,1,6.544800282
8/1/2003,6760.813232,1,6.288299561
8/2/2003,6617.828438,1,5.49819994
8/3/2003,6477.247592,1,5.067399979
8/4/2003,6340.272666,1,4.888899803
8/5/2003,6208.105636,1,5.650100231
8/6/2003,6081.948474,1,5.995999813
8/7/2003,5963.003155,1,6.521600246
8/8/2003,5852.471653,1,7.130800247
8/9/2003,5751.55594,1,7.584400177
8/10/2003,5661.457991,1,7.786999702
8/11/2003,5583.379779,1,7.647399902
8/12/2003,5518.523279,1,7.298700333
8/13/2003,5468.090464,1,6.753600121
8/14/2003,5433.283307,1,6.046299934
8/15/2003,5415.303783,1,5.375699997
8/16/2003,5417.051709,1,4.506099701
8/17/2003,5448.659518,1,3.887399912
8/18/2003,5509.815703,1,3.775300026
8/19/2003,5598.371291,1,3.989799976
8/20/2003,5712.17731,1,4.266499519
8/21/2003,5849.084787,1,4.447999954
8/22/2003,6006.944749,1,4.968400002
8/23/2003,6183.608223,1,5.541200161
8/24/2003,6376.926236,1,6.161999702
8/25/2003,6584.749816,1,6.587100029
8/26/2003,6804.92999,1,6.887599945
8/27/2003,7035.317784,1,6.956500053
8/28/2003,7273.764227,1,6.533400059
8/29/2003,7518.120345,1,5.860899925
8/30/2003,7766.237165,1,5.422999859
8/31/2003,8015.965715,1,5.170799732
9/1/2003,8265.157022,0,5.491000175
9/2/2003,8511.662113,0,5.682899952
9/3/2003,8753.332015,0,5.938599586
9/4/2003,8988.017755,0,5.966899872
9/5/2003,9213.570361,0,6.258999825
9/6/2003,9427.840859,0,6.575700283
9/7/2003,9628.680277,0,6.777200222
9/8/2003,9813.939643,0,6.733200073
9/9/2003,9981.469982,0,6.485199928
9/10/2003,10129.12232,0,6.101799965
9/11/2003,10254.74769,0,5.394100189
9/12/2003,10356.19712,0,4.846999645
9/13/2003,10431.32163,0,4.363999844
9/14/2003,10477.97224,0,4.331500053
9/15/2003,10494,0,4.312399864
9/16/2003,10488.39661,0,4.169199944
9/17/2003,10471.97818,0,4.131599903
9/18/2003,10445.33232,0,4.216099739
9/19/2003,10409.04664,0,4.331999779
9/20/2003,10363.70873,0,4.598500252
9/21/2003,10309.90621,0,5.123600006
9/22/2003,10248.22668,0,5.642799854
9/23/2003,10179.25775,0,6.110300064
9/24/2003,10103.58702,0,6.232300282
9/25/2003,10021.80211,0,6.044400215
9/26/2003,9934.49061,0,5.604000092
9/27/2003,9842.240136,0,6.024399757
9/28/2003,9745.638293,0,6.452700138
9/29/2003,9645.272685,0,6.623899937
9/30/2003,9541.730921,0,6.549600124
10/1/2003,9435.600605,0,6.263799667
10/2/2003,9327.469344,0,5.929399967
10/3/2003,9217.924745,0,5.671399593
10/4/2003,9107.554413,0,5.640199661
10/5/2003,8996.945955,0,5.666800022
10/6/2003,8886.686978,0,5.637899876
10/7/2003,8777.365087,0,5.460100174
10/8/2003,8669.567889,0,5.172299862
10/9/2003,8563.88299,0,4.966700077
10/10/2003,8460.897997,0,5.033699989
10/11/2003,8361.200516,0,5.292900085
10/12/2003,8265.378152,0,5.334200382
10/13/2003,8174.018513,0,5.273900032
10/14/2003,8087.709204,0,5.130599976
10/15/2003,8007.037833,0,4.791999817
10/16/2003,7931.32978,0,4.514999866
10/17/2003,7853.52619,0,4.350500107
10/18/2003,7772.765592,0,4.356800079
10/19/2003,7689.440617,0,4.408100128
10/20/2003,7603.943893,0,4.732300282
10/21/2003,7516.66805,0,4.988100052
10/22/2003,7428.005718,0,5.14109993
10/23/2003,7338.349527,0,5.378399849
10/24/2003,7248.092105,0,6.161399841
10/25/2003,7157.626084,0,7.090799809
10/26/2003,7067.344091,0,7.670799732
10/27/2003,6977.638758,0,7.903800011
10/28/2003,6888.902712,0,7.674200058
10/29/2003,6801.528585,0,7.124700069
10/30/2003,6715.909006,0,6.442200184
10/31/2003,6632.436604,0,5.752500057
11/1/2003,6551.50401,0,5.171800137
11/2/2003,6473.503851,0,5.006500244
11/3/2003,6398.828759,0,5.25660038
11/4/2003,6327.871363,0,5.126699924
11/5/2003,6261.024292,0,4.885799885
11/6/2003,6198.680177,0,5.30340004
11/7/2003,6141.231646,0,5.663899899
11/8/2003,6089.071329,0,5.967599869
11/9/2003,6042.591856,0,6.158800125
11/10/2003,6002.185857,0,6.201700211
11/11/2003,5968.245961,0,6.08039999
11/12/2003,5941.164797,0,5.790500164
11/13/2003,5921.334996,0,5.493000031
11/14/2003,5909.149187,0,5.097100258
11/15/2003,5905,0,4.720700264
11/16/2003,5961.411115,0,4.412800312
11/17/2003,6125.935183,0,4.414899826
11/18/2003,6391.508286,0,4.422699928
11/19/2003,6751.06651,0,4.884600163
11/20/2003,7197.545938,0,5.107299805
11/21/2003,7723.882654,0,6.459199905
11/22/2003,8323.01274,0,7.512499809
11/23/2003,8987.872282,0,8.385700226
11/24/2003,9711.397363,0,8.737600327
11/25/2003,10486.52407,0,8.59070015
11/26/2003,11306.18848,0,8.208800316
11/27/2003,12163.32668,0,7.444699764
11/28/2003,13050.87475,0,6.455800056
11/29/2003,13961.76878,0,5.390299797
11/30/2003,14888.94485,0,4.969900131
12/1/2003,15825.33905,0,4.678999901
12/2/2003,16763.88746,0,4.685199738
12/3/2003,17697.52616,0,4.677800179
12/4/2003,18619.19123,0,5.267799854
12/5/2003,19521.81877,0,5.841200352
12/6/2003,20398.34485,0,6.21050024
12/7/2003,21241.70556,0,6.539800167
12/8/2003,22044.83697,0,6.663400173
12/9/2003,22800.67519,0,6.735099792
12/10/2003,23502.15628,0,6.565299988
12/11/2003,24142.21634,0,6.433400154
12/12/2003,24713.79144,0,6.048099995
12/13/2003,25209.81767,0,5.546000004
12/14/2003,25623.23112,0,4.992000103
12/15/2003,25946.96786,0,4.527499676
12/16/2003,26184.26779,0,4.379600048
12/17/2003,26393.02524,0,4.248100281
12/18/2003,26584.49301,0,4.841800213
12/19/2003,26759.96852,0,6.081799984
12/20/2003,26920.74914,0,7.325200081
12/21/2003,27068.13227,0,8.282400131
12/22/2003,27203.41531,0,8.818300247
12/23/2003,27327.89565,0,8.953399658
12/24/2003,27442.87069,0,8.831500053
12/25/2003,27549.63781,0,8.267799377
12/26/2003,27649.49443,0,7.336899757
12/27/2003,27743.73792,0,6.145299911
12/28/2003,27833.66568,0,5.042900085
12/29/2003,27920.57512,0,4.55850029
12/30/2003,28005.76361,0,4.050299644
12/31/2003,28090.52857,0,4.116400242
1/1/2004,28176.16737,1,4.792200089
1/2/2004,28263.97743,1,5.321700096
1/3/2004,28355.25612,1,5.844200134
1/4/2004,28451.30085,1,6.284699917
1/5/2004,28553.409,1,6.54090023
1/6/2004,28662.87798,1,6.860599518
1/7/2004,28781.00518,1,6.872900009
1/8/2004,28909.088,1,6.957099915
1/9/2004,29048.42381,1,6.739200115
1/10/2004,29200.31004,1,6.300899982
1/11/2004,29366.04405,1,5.718299866
1/12/2004,29546.92326,1,4.792000294
1/13/2004,29744.24506,1,4.47549963
1/14/2004,29959.30683,1,4.091899872
1/15/2004,30193.40598,1,4.477700233
1/16/2004,30482.45218,1,5.553500175
1/17/2004,31027.17948,1,6.592299938
1/18/2004,31842.44727,1,7.488500118
1/19/2004,32907.58741,1,8.134799957
1/20/2004,34201.93176,1,8.488200188
1/21/2004,35704.8122,1,8.628700256
1/22/2004,37395.56058,1,8.360799789
1/23/2004,39253.50877,1,7.64800024
1/24/2004,41257.98865,1,6.605400085
1/25/2004,43388.33207,1,5.395299911
1/26/2004,45623.87089,1,4.59469986
1/27/2004,47943.937,1,3.919099808
1/28/2004,50327.86224,1,3.695300102
1/29/2004,52754.97849,1,4.091799736
1/30/2004,55204.61762,1,4.517499924
1/31/2004,57656.11148,1,4.967499733
2/1/2004,60088.79195,1,5.414999962
2/2/2004,62481.99089,1,5.874400139
2/3/2004,64815.04016,1,6.363100052
2/4/2004,67067.27163,1,6.646100044
2/5/2004,69218.01718,1,6.875499725
2/6/2004,71246.60865,1,6.877399921
2/7/2004,73132.37792,1,6.568300247
2/8/2004,74854.65686,1,5.999800205
2/9/2004,76392.77733,1,5.143300056
2/10/2004,77726.07119,1,4.624199867
2/11/2004,78833.87032,1,4.218800068
2/12/2004,79695.50657,1,4.701999664
2/13/2004,80290.31181,1,5.240300179
2/14/2004,80597.61792,1,5.849999905
2/15/2004,80615.46241,1,6.484199524
2/16/2004,80446.58818,1,7.038400173
2/17/2004,80117.59626,1,7.431200027
2/18/2004,79637.62387,1,7.702899933
2/19/2004,79015.80828,1,7.655900002
2/20/2004,78261.28672,1,7.182300091
2/21/2004,77383.19645,1,6.467900276
2/22/2004,76390.6747,1,5.418900013
2/23/2004,75292.85873,1,4.574199677
2/24/2004,74098.88578,1,4.123600006
2/25/2004,72817.8931,1,4.110000134
2/26/2004,71459.01792,1,4.098100185
2/27/2004,70031.39751,1,4.097300053
2/28/2004,68544.1691,1,4.178900242
2/29/2004,67006.46993,1,4.433499813
3/1/2004,65427.43727,1,4.861800194
3/2/2004,63816.20834,1,5.363899708
3/3/2004,62181.9204,1,5.764300346
3/4/2004,60533.71069,1,6.189900398
3/5/2004,58880.71646,1,6.331300259
3/6/2004,57232.07496,1,6.230000019
3/7/2004,55596.92343,1,5.708000183
3/8/2004,53984.39911,1,5.020499706
3/9/2004,52403.63926,1,4.923299789
3/10/2004,50863.78111,1,5.292299747
3/11/2004,49373.96191,1,5.631599903
3/12/2004,47943.31892,1,5.769800186
3/13/2004,46580.98937,1,5.825399876
3/14/2004,45296.11051,1,5.90719986
3/15/2004,44097.81959,1,6.069099903
3/16/2004,42977.92051,1,6.28360033
3/17/2004,41839.77196,1,6.447400093
3/18/2004,40670.63289,1,6.417900085
3/19/2004,39474.89798,1,6.081299782
3/20/2004,38256.96192,1,5.624400139
3/21/2004,37021.21938,1,4.931499958
3/22/2004,35772.06505,1,4.782800198
3/23/2004,34513.89362,1,5.004499912
3/24/2004,33251.09976,1,4.998300076
3/25/2004,31988.07816,1,4.841500282
3/26/2004,30729.2235,1,4.63560009
3/27/2004,29478.93047,1,4.330300331
3/28/2004,28241.59375,1,4.114500046
3/29/2004,27021.60802,1,4.12899971
3/30/2004,25823.36796,1,4.371099949
3/31/2004,24651.26826,1,4.758399963
4/1/2004,23509.7036,1,5.100999832
4/2/2004,22403.06866,1,5.282599926
4/3/2004,21335.75813,1,5.290500164
4/4/2004,20312.16668,1,5.181799889
4/5/2004,19336.68901,1,5.601799965
4/6/2004,18413.71979,1,6.329900265
4/7/2004,17547.65371,1,6.590199947
4/8/2004,16742.88546,1,6.923500061
4/9/2004,16003.8097,1,6.834899902
4/10/2004,15334.82113,1,6.521900177
4/11/2004,14740.31444,1,6.124200344
4/12/2004,14224.68429,1,5.716799736
4/13/2004,13792.32538,1,5.491700172
4/14/2004,13447.63239,1,5.366399765
4/15/2004,13195,1,5.298700333
4/16/2004,12995.17854,1,5.225199699
4/17/2004,12805.67134,1,4.943099976
4/18/2004,12626.00257,1,5.23059988
4/19/2004,12455.69642,1,5.578000069
4/20/2004,12294.27705,1,5.805699825
4/21/2004,12141.26866,1,5.802000046
4/22/2004,11996.19542,1,5.665999889
4/23/2004,11858.5815,1,5.535899639
4/24/2004,11727.9511,1,5.157999992
4/25/2004,11603.82837,1,4.76760006
4/26/2004,11485.73751,1,4.394900322
4/27/2004,11373.20269,1,4.157099724
4/28/2004,11265.7481,1,4.204499722
4/29/2004,11162.8979,1,4.431000233
4/30/2004,11064.17628,1,4.707499981
5/1/2004,10969.10741,1,4.785099983
5/2/2004,10877.21548,1,5.195500374
5/3/2004,10788.02467,1,6.2979002
5/4/2004,10701.05915,1,7.21420002
5/5/2004,10615.84309,1,7.722800255
5/6/2004,10531.90069,1,8.046199799
5/7/2004,10448.75611,1,7.881500244
5/8/2004,10365.93354,1,7.709300041
5/9/2004,10282.95716,1,7.036300182
5/10/2004,10199.35114,1,6.223500252
5/11/2004,10114.63966,1,5.434399605
5/12/2004,10028.3469,1,5.299099922
5/13/2004,9939.997041,1,5.15749979
5/14/2004,9849.11426,1,4.941900253
5/15/2004,9755.222735,1,5.025799751
5/16/2004,9657.84345,1,5.615999699
5/17/2004,9556.83436,1,6.012299538
5/18/2004,9452.618424,1,6.299599648
5/19/2004,9345.661012,1,6.379000187
5/20/2004,9236.427498,1,6.349499702
5/21/2004,9125.383251,1,6.165800095
5/22/2004,9012.993643,1,5.89289999
5/23/2004,8899.724046,1,5.727399826
5/24/2004,8786.03983,1,5.273499966
5/25/2004,8672.406367,1,4.813799858
5/26/2004,8559.289028,1,4.40719986
5/27/2004,8447.153184,1,4.495100021
5/28/2004,8336.464207,1,4.538700104
5/29/2004,8227.687467,1,4.604300022
5/30/2004,8121.288336,1,5.168799877
5/31/2004,8017.732186,1,6.459000111
6/1/2004,7917.484387,1,7.475699902
6/2/2004,7821.010311,1,8.256099701
6/3/2004,7728.775328,1,8.75510025
6/4/2004,7641.244811,1,8.760399818
6/5/2004,7558.884131,1,8.237299919
6/6/2004,7482.158658,1,8.049499512
6/7/2004,7411.533763,1,7.126699924
6/8/2004,7347.474819,1,6.025899887
6/9/2004,7290.447197,1,5.505000114
6/10/2004,7240.916267,1,5.081799984
6/11/2004,7199.347401,1,4.641200066
6/12/2004,7166.20597,1,4.992899895
6/13/2004,7141.957345,1,5.539299965
6/14/2004,7127.066898,1,6.020199776
6/15/2004,7122,1,6.37130022
6/16/2004,7124.797996,1,6.607599735
6/17/2004,7132.941885,1,6.667899609
6/18/2004,7146.056516,1,6.662100315
6/19/2004,7163.766738,1,6.479000092
6/20/2004,7185.697402,1,6.203399658
6/21/2004,7211.473357,1,6.033800125
6/22/2004,7240.719452,1,5.648600101
6/23/2004,7273.060538,1,5.044700146
6/24/2004,7308.121464,1,4.730800152
6/25/2004,7345.527079,1,4.565599918
6/26/2004,7384.902234,1,4.398900032
6/27/2004,7425.871778,1,4.990999699
6/28/2004,7468.06056,1,6.06099987
6/29/2004,7511.093431,1,7.137500286
6/30/2004,7554.595239,0,8.096599579
7/1/2004,7598.190835,0,8.766900063
7/2/2004,7641.505069,0,9.019900322
7/3/2004,7684.162789,0,8.820500374
7/4/2004,7725.788846,0,8.09980011
7/5/2004,7766.008089,0,7.762700081
7/6/2004,7804.445368,0,6.661499977
7/7/2004,7840.725532,0,5.644499779
7/8/2004,7874.473432,0,5.123200417
7/9/2004,7905.313916,0,4.496800423
7/10/2004,7932.871835,0,4.563600063
7/11/2004,7956.772038,0,5.075999737
7/12/2004,7976.639375,0,5.575400352
7/13/2004,7992.098695,0,5.948900223
7/14/2004,8002.774849,0,6.333600044
7/15/2004,8008.292685,0,6.539000034
7/16/2004,8005.904871,0,6.700799942
7/17/2004,7981.749404,0,6.701999664
7/18/2004,7934.986036,0,6.603300095
7/19/2004,7867.229616,0,6.265100002
7/20/2004,7780.094995,0,6.04279995
7/21/2004,7675.197023,0,5.528800011
